# kapture format: 1.1
# sensor_id, name, sensor_type, [sensor_params]+
sensor0, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor286, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor287, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor288, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor289, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor290, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor291, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor292, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor293, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor294, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor295, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor296, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor297, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor298, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor299, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor300, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor301, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor302, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor303, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor304, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor305, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor306, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor307, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor308, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor309, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor310, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor311, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor312, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor313, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor314, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor315, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor316, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor317, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor318, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor319, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor320, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor321, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor322, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor323, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor324, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor325, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor326, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor327, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor328, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor329, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor330, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor331, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor332, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor333, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor334, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor335, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor336, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor337, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor338, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor339, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor340, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor341, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor342, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor343, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor344, , camera, SIMPLE_RADIAL, 1200, 1600, 1195.8, 600, 800, 0.0142778
sensor345, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor346, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor347, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor348, , camera, SIMPLE_RADIAL, 1600, 1200, 1199.91, 800, 600, -0.0324314
sensor349, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor350, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor351, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor352, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor353, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor354, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor355, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor356, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor357, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor358, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor359, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor360, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor361, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor362, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor363, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor364, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor365, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor366, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor367, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor368, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor369, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor370, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor371, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor372, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor373, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor374, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor375, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor376, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor377, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor378, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor379, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor380, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor381, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor382, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor383, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor384, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor385, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor386, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor387, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor388, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor389, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor390, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor391, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor392, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor393, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor394, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor395, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor396, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor397, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor398, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor399, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor400, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor401, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor402, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor403, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor404, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor405, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor406, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor407, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor408, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor409, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor410, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor411, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor412, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor413, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor414, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor415, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor416, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor417, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor418, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor419, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor420, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor421, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor422, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor423, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor424, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor425, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor426, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor427, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor428, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor429, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor430, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor431, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor432, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor433, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor434, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor435, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor436, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor437, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor438, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor439, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor440, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor441, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor442, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor443, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor444, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor445, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor446, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor447, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor448, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor449, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor450, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor451, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor452, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor453, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor454, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor455, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor456, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor457, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor458, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor459, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor460, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor461, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor462, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor463, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor464, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor465, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor466, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor467, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor468, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor469, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor470, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor471, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor472, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor473, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor474, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor475, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor476, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor477, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor478, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor479, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor480, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor481, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor482, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor483, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor484, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor485, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor486, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor487, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor488, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor489, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor490, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor491, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor492, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor493, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor494, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor495, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor496, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor497, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor498, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor499, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor500, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor501, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor502, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor503, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor504, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor505, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor506, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor507, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor508, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor509, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor510, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor511, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor512, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor513, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor514, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor515, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor516, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor517, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor518, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor519, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor520, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor521, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor522, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor523, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor524, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor525, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor526, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor527, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor528, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor529, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor530, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor531, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor532, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor533, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor534, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor535, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor536, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor537, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor538, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor539, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor540, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor541, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor542, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor543, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor544, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor545, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor546, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor547, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor548, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor549, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor550, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor551, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor552, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor553, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor554, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor555, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor556, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor557, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor558, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor559, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor560, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor561, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor562, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor563, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor564, , camera, SIMPLE_RADIAL, 1600, 1200, 1469.2, 800, 600, -0.0353019
sensor565, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor566, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor567, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor568, , camera, SIMPLE_RADIAL, 1200, 1600, 1458.14, 600, 800, -0.0302454
sensor569, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor570, , camera, SIMPLE_RADIAL, 768, 1024, 971.838, 384, 512, -0.00177789
sensor571, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor572, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
sensor573, , camera, SIMPLE_RADIAL, 1024, 768, 977.494, 512, 384, 0.0476376
