# kapture format: 1.1
# timestamp, device_id, qw, qx, qy, qz, tx, ty, tz
    1320, cam_01320, -0.0209561, -0.442462, 0.0528853, 0.894981, 422.063, 51.2329, 547.061
    1321, cam_01321, -0.0134649, -0.209146, 0.0823375, 0.974319, 628.142, 34.7845, 279.186
    1322, cam_01322, 0.0201745, 0.308082, 0.0565904, 0.949461, 550.412, -56.5353, -396.86
    1323, cam_01323, 0.0349979, 0.439421, 0.0451963, 0.896461, 411.709, -75.6846, -530.249
    1324, cam_01324, 0.056539, 0.463835, 0.0495648, 0.882725, 604.52, -102.189, -483.066
    1325, cam_01325, 0.0425381, 0.596971, 0.0416648, 0.80005, 184.302, -85.3858, -639.16
    1326, cam_01326, 0.129821, 0.685811, 0.128476, 0.704488, 10.2282, -242.662, -613.988
    1327, cam_01327, 0.0436563, 0.817446, 0.0304616, 0.57354, -232.699, -71.8041, -616.117
    1328, cam_01328, 0.0747958, 0.889017, 0.0167447, 0.451414, -401.436, -69.5449, -525.656
    1329, cam_01329, 0.0562194, 0.811307, 0.0440173, 0.580243, -228.605, -97.5334, -623.815
    1330, cam_01330, 0.0838291, 0.960371, 0.00627147, 0.265744, -585.76, -42.1201, -329.853
    1331, cam_01331, 0.0866631, 0.995232, -0.0013149, 0.0447439, -672.154, -7.44117, -46.4714
    1332, cam_01332, 0.112213, 0.971808, -0.0214685, -0.206246, -614.031, 55.3738, 278.488
    1333, cam_01333, 0.071988, 0.865896, -0.0617614, -0.491149, -337.377, 114.317, 574.42
    1334, cam_01334, 0.0599377, 0.920681, 0.00352257, 0.385671, -482.868, -40.3355, -467.214
    1335, cam_01335, 0.0901518, 0.714593, 0.0785718, 0.689243, 148.915, -186.992, -754.6
    1336, cam_01336, 0.0758375, 0.445544, 0.0993315, 0.886494, 621.264, -143.582, -450.116
    1337, cam_01337, 0.0844273, 0.888096, 0.041405, 0.449936, -414.948, -106.364, -528.315
    1338, cam_01338, 0.0777209, 0.974197, -0.017953, -0.211135, -614.137, 41.8852, 293.47
    1339, cam_01339, 0.284945, 0.725291, 0.217081, 0.587908, -163.251, -449.395, -494.24
    1340, cam_01340, 0.0777495, 0.951235, -0.034881, -0.296463, -558.627, 72.5293, 398.69
    1341, cam_01341, 0.108184, 0.83775, 0.0879592, 0.527953, -309.583, -186.73, -591.561
    1342, cam_01342, 0.0959252, 0.869805, 0.0453027, 0.481856, -384.56, -124.457, -568.982
    1343, cam_01343, 0.164434, 0.849374, 0.0906871, 0.493256, -363.227, -225.885, -557.673
    1344, cam_01344, 0.046728, 0.944094, 0.0101701, 0.326188, -565.11, -40.9382, -419.891
    1345, cam_01345, 0.0725462, 0.699714, 0.0633075, 0.707905, -1.55477, -140.852, -685.199
    1346, cam_01346, 0.0489123, 0.482385, 0.105047, 0.868261, 367.867, -137.938, -579.217
    1347, cam_01347, 0.119236, 0.603709, 0.122547, 0.778653, 395.263, -239.788, -627.382
    1348, cam_01348, 0.0687574, 0.717863, 0.0597038, 0.690203, -33.6078, -133.86, -688.767
    1349, cam_01349, 0.06625, 0.918429, 0.0353698, 0.388391, -494.208, -88.3103, -492.297
    1350, cam_01350, 0.00683841, 0.34959, 0.0503231, 0.935525, 526.49, -41.626, -464.127
    1351, cam_01351, 0.030092, 0.256438, 0.0589755, 0.96429, 604.402, -70.7791, -356.61
    1352, cam_01352, 0.0338822, 0.239196, 0.0919615, 0.966013, 617.513, -87.2511, -335.789
    1353, cam_01353, 0.0121358, -0.0447389, 0.0943248, 0.994462, 709.231, -21.2239, 49.585
    1354, cam_01354, 0.00248444, 0.0219468, -0.0263597, 0.999408, 710.733, -8.78383, -50.1951
    1355, cam_01355, -0.0299612, 0.0614202, -0.28073, 0.957351, 703.599, 70.1125, -92.5481
    1356, cam_01356, 0.0518503, -0.266012, -0.20027, 0.94151, 619.275, -145.441, 324.236
    1357, cam_01357, 0.0470559, -0.303758, -0.194802, 0.931434, 590.867, -147.043, 372.995
    1358, cam_01358, 0.14025, 0.838893, 0.0655409, 0.521817, -146.114, -228.163, -730.683
    1361, cam_01361, -0.249727, 0.967046, -0.00763869, 0.0489999, -711.597, 10.9286, -49.2284
    1362, cam_01362, -0.197083, 0.889656, -0.0814722, 0.403774, -486.749, 203.674, -478.808
    1363, cam_01363, -0.151177, 0.701808, -0.143578, 0.681173, -43.0224, 282.998, -652.242
    1364, cam_01364, -0.0922523, 0.393642, -0.173283, 0.898058, 464.549, 213.215, -496.163
    1365, cam_01365, -0.0266855, -0.194677, -0.0316833, 0.979992, 666.401, 22.7812, 255.294
    1366, cam_01366, 0.0172196, 0.153366, 0.0962597, 0.983319, 666.865, -56.2225, -231.417
    1367, cam_01367, 0.0112273, -0.0212357, 0.030525, 0.999245, 709.401, -23.5759, 6.81675
    1368, cam_01368, -0.0570807, -0.504994, 0.102995, 0.855053, 335.278, 129.838, 577.81
    1369, cam_01369, 0.128689, 0.737198, 0.0718747, 0.659403, 119.302, -227.525, -735.341
    1370, cam_01370, 0.115641, 0.729583, 0.11592, 0.664002, -67.2632, -216.905, -615.006
    1371, cam_01371, 0.0743131, 0.753284, 0.0754167, 0.649117, -99.8492, -140.914, -622.177
    1372, cam_01372, 0.0900075, 0.878429, 0.029541, 0.468389, -367.672, -92.5184, -523.375
    1373, cam_01373, 0.101638, 0.8633, 0.0514901, 0.491663, -333.819, -126.893, -538.566
    1374, cam_01374, 0.0582412, 0.985318, 0.00836604, 0.160271, -613.866, -28.0847, -201.321
    1375, cam_01375, 0.104385, 0.899112, 0.0341028, 0.42372, -412.581, -102.435, -488.097
    1376, cam_01376, 0.0531805, 0.61297, 0.0554749, 0.78636, 157.41, -103.206, -618.081
    1377, cam_01377, 0.0543032, 0.950203, 0.0210839, 0.306139, -522.304, -53.1857, -378.246
    1378, cam_01378, 0.0464726, 0.804061, 0.0485502, 0.590737, -185.159, -91.343, -612.97
    1379, cam_01379, 0.0649122, 0.985166, 0.00690802, 0.158702, -610.155, -28.6419, -211.923
    1380, cam_01380, 0.16379, 0.978528, 0.0227567, 0.123037, -682.604, -128.836, -362.736
    1381, cam_01381, 0.0468368, 0.455845, 0.0414089, 0.887861, 385.382, -82.6674, -512.513
    1382, cam_01382, 0.0462275, 0.465174, 0.0304298, 0.883488, 371.493, -76.2046, -524.15
    1383, cam_01383, 0.0353239, 0.502833, 0.0180821, 0.863472, 321.192, -56.6308, -559.047
    1384, cam_01384, 0.0331541, 0.568877, 0.0299208, 0.821209, 226.143, -63.1216, -605.43
    1385, cam_01385, 0.0896612, 0.579101, 0.074982, 0.806833, 199.568, -157.273, -603.315
    1386, cam_01386, 0.109884, 0.945855, 0.0197336, 0.304786, -521.861, -74.0779, -375.083
    1387, cam_01387, 0.120602, 0.924691, 0.0409635, 0.358781, -466.461, -112.584, -432.531
    1388, cam_01388, 0.105867, 0.926434, 0.0569621, 0.356745, -462.22, -124.8, -433.744
    1389, cam_01389, 0.235, 0.818905, 0.176689, 0.4929, -270.098, -347.113, -477.838
    1390, cam_01390, 0.170428, 0.640992, 0.180875, 0.726201, 106.263, -312.983, -557.853
    1391, cam_01391, 0.125454, 0.570343, 0.0991677, 0.805689, 433.018, -235.835, -609.288
    1392, cam_01392, 0.0723763, 0.972582, 0.004004, 0.220973, -569.181, -34.1717, -304.089
    1393, cam_01393, 0.0906944, 0.956186, 0.0237183, 0.277346, -523.192, -70.5666, -364.653
    1394, cam_01394, 0.0801987, 0.831327, 0.0567676, 0.547029, -216.419, -123.002, -591.371
    1395, cam_01395, 0.0634008, 0.543315, 0.06697, 0.834449, 295.403, -115.581, -555.796
    1396, cam_01396, 0.0494673, 0.384333, 0.0793856, 0.918444, 475.775, -96.7388, -419.895
    1397, cam_01397, 0.0630288, 0.515632, 0.0524675, 0.852876, 323.919, -106.936, -545.292
    1398, cam_01398, 0.100169, 0.633059, 0.113471, 0.759162, 141.752, -193.683, -599.511
    1399, cam_01399, 0.0967298, 0.528713, 0.11525, 0.835358, 293.719, -185.074, -544.508
    1400, cam_01400, 0.0892015, 0.525639, 0.112563, 0.838496, 294.835, -175.929, -547.792
    1401, cam_01401, -0.0472621, -0.32945, 0.113144, 0.936177, 446.009, 141.316, 538.228
    1402, cam_01402, 0.0789157, 0.575235, 0.0493278, 0.812677, 438.712, -142.855, -633.593
    1403, cam_01403, 0.116442, 0.89735, -0.0467511, -0.423107, -551.156, 98.5866, 414.432
    1404, cam_01404, 0.125122, 0.918259, -0.0467108, -0.372778, -599.409, 91.3186, 348.158
    1405, cam_01405, 0.118776, 0.933666, -0.0387819, -0.335642, -631.66, 72.9508, 302.411
    1406, cam_01406, 0.0954091, 0.966459, -0.0352911, -0.235817, -688.377, 51.0858, 168.086
    1407, cam_01407, 0.111535, 0.940722, -0.0324842, -0.318663, -662.125, 60.0705, 282.904
    1408, cam_01408, 0.112445, 0.979224, -0.0185578, -0.167728, -720.382, 14.8827, 68.7522
    1409, cam_01409, 0.142195, 0.96645, -0.0259545, -0.212324, -718.848, 31.0135, 128.689
    1410, cam_01410, 0.151074, 0.907854, -0.0454245, -0.388478, -630.904, 98.2582, 374.66
    1411, cam_01411, 0.159609, 0.946091, -0.0394785, -0.279067, -706.729, 64.8399, 222.73
    1412, cam_01412, 0.147169, 0.941713, -0.0332135, -0.30069, -711.228, 57.9546, 251.483
    1413, cam_01413, 0.138469, 0.78931, 0.0777778, 0.593099, -28.2691, -242.957, -744.064
    1414, cam_01414, 0.148747, 0.98603, 0.0145204, 0.0735445, -687.983, -96.1359, -291.862
    1415, cam_01415, 0.125824, 0.855047, -0.0465891, -0.500892, -552.249, 117.319, 532.624
    1416, cam_01416, 0.154046, 0.95442, -0.0314362, -0.253702, -753.55, 43.7797, 180.274
    1417, cam_01417, 0.144484, 0.983949, -0.0170022, -0.103339, -776.317, -13.1012, -50.7702
    1418, cam_01418, 0.163406, 0.975491, -0.0283287, -0.144614, -785.534, 9.22047, 9.33786
    1419, cam_01419, 0.143133, 0.937953, 0.054458, 0.311114, -479.279, -191.655, -581.084
    1420, cam_01420, 0.108366, 0.849942, 0.0587426, 0.512255, -185.223, -183.245, -732.956
    1421, cam_01421, 0.117639, 0.938197, 0.0571861, 0.320433, -497.599, -172.033, -581.006
    1422, cam_01422, 0.134737, 0.946987, 0.0525517, 0.28688, -551.605, -174.988, -542.377
    1423, cam_01423, 0.0365949, 0.431525, 0.145315, 0.889568, 612.244, -106.654, -476.438
    1424, cam_01424, 0.0621705, 0.607793, 0.0263824, 0.791218, 380.914, -106.175, -676.124
    1425, cam_01425, 0.0187938, 0.226687, 0.125088, 0.965719, 758.324, -29.9601, -176.026
    1426, cam_01426, 0.0831619, 0.959923, 0.035677, 0.265252, -544.958, -109.561, -526.028
    1427, cam_01427, 0.0806339, 0.88784, 0.0474652, 0.450539, -293.523, -135.342, -693.707
    1428, cam_01428, 0.0612047, 0.733376, 0.0556865, 0.674769, 120.73, -125.677, -747.471
    1429, cam_01429, 0.0771574, 0.595661, 0.0977913, 0.793518, 306.572, -174.639, -661.149
    1430, cam_01430, 0.099481, 0.66179, 0.102043, 0.736019, 172.357, -211.704, -698.98
    1431, cam_01431, 0.0940442, 0.667651, 0.102074, 0.731422, 157.816, -205.851, -703.987
    1432, cam_01432, 0.0769476, 0.547301, 0.114058, 0.825549, 371.291, -182.513, -625.391
    1433, cam_01433, 0.0748665, 0.51743, 0.119272, 0.844059, 412.057, -179.901, -599.016
    1434, cam_01434, 0.0285618, 0.503717, 0.0642111, 0.861005, 433.744, -82.9744, -604.361
    1435, cam_01435, 0.0578977, 0.52124, 0.0253752, 0.851066, 515.259, -98.7809, -581.912
    1436, cam_01436, 0.0288137, 0.498152, 0.0811541, 0.862803, 435.467, -94.4146, -602.64
    1437, cam_01437, 0.0433158, 0.515247, 0.102831, 0.849747, 397.33, -128.6, -606.918
    1438, cam_01438, 0.0242379, 0.322644, 0.109545, 0.939847, 618.913, -78.3072, -391.992
    1439, cam_01439, 0.0522033, 0.630945, 0.0504786, 0.772421, 186.769, -108.496, -686.631
    1440, cam_01440, -0.0395886, -0.565959, 0.0469965, 0.82214, 216.34, 84.0982, 707.053
    1441, cam_01441, 0.106743, 0.73672, -0.0875255, -0.661959, -137.175, 191.534, 699.935
    1442, cam_01442, -0.0829846, -0.546998, 0.0976225, 0.82727, 211.949, 180.218, 683.665
    1444, cam_01444, 0.0747519, 0.578179, 0.126389, 0.802588, 261.373, -199.591, -662.441
    1446, cam_01446, 0.135938, 0.990094, -0.00356807, -0.0349702, -787.243, -34.3461, -111.455
    1447, cam_01447, 0.101848, 0.749832, 0.0438045, 0.652273, 76.1854, -170.948, -767.445
    1448, cam_01448, 0.1641, 0.914599, 0.0622029, 0.364295, -547.156, -183.107, -484.457
    1449, cam_01449, 0.101536, 0.895346, 0.0583705, 0.429697, -475.47, -154.212, -577.601
    1450, cam_01450, 0.0276843, 0.849406, -0.00111474, 0.527012, -369.053, -28.7706, -692.589
    1453, cam_01453, 0.0477495, 0.274189, 0.176085, 0.944211, 659.424, -165.908, -418.313
    1454, cam_01454, 0.0236127, 0.17543, 0.1263, 0.976071, 733.912, -87.9114, -294.614
    1455, cam_01455, 0.0406372, 0.309487, 0.156098, 0.937123, 607.183, -151.678, -466.778
    1456, cam_01456, 0.0028629, 0.015198, 0.150295, 0.98852, 773.139, -24.7184, -50.1759
    1457, cam_01457, -0.000727959, 0.0105713, 0.111215, 0.99374, 761.527, -17.4019, -55.165
    1458, cam_01458, 0.214614, 0.734609, 0.125591, 0.631283, 55.0008, -379.44, -690.621
    1459, cam_01459, -0.0167376, -0.12218, 0.0760892, 0.989445, 746.563, 24.9179, 138.073
    1460, cam_01460, 0.0219283, 0.216196, 0.139965, 0.966017, 655.288, -96.8306, -347.557
    1461, cam_01461, 0.00813084, 0.066066, 0.123202, 0.990147, 733.288, -43.4087, -141.388
    1462, cam_01462, 0.0146534, 0.0871237, 0.144041, 0.98562, 719.479, -61.8088, -171.795
    1463, cam_01463, 0.004606, 0.0333912, 0.142674, 0.989196, 727.591, -36.2169, -94.163
    1464, cam_01464, -0.112469, -0.68436, 0.0978219, 0.713745, 81.7989, 213.794, 714.166
    1465, cam_01465, -0.00931701, 0.0643356, 0.180624, 0.981402, 712.752, -22.6844, -122.549
    1466, cam_01466, -0.0414208, -0.180416, 0.157598, 0.969999, 684.714, 81.645, 214.033
    1467, cam_01467, -0.0637399, -0.368125, 0.152856, 0.914908, 543.331, 149.595, 448.806
    1468, cam_01468, -0.00506743, 0.0505496, 0.155733, 0.986492, 694.453, -19.8949, -96.7029
    1469, cam_01469, 0.219494, 0.965366, 0.0192665, 0.139715, -684.459, -155.16, -363.726
    1470, cam_01470, -0.051661, -0.174783, 0.153195, 0.971243, 664.344, 92.7158, 200.728
    1471, cam_01471, -0.0712003, -0.433193, 0.114852, 0.891114, 454.536, 147.545, 511.731
    1472, cam_01472, -0.129811, -0.510747, 0.167466, 0.833212, 335.651, 258.204, 556.135
    1473, cam_01473, 0.00822849, 0.826127, 0.00216214, 0.563419, -299.03, -18.181, -722.623
    1474, cam_01474, 0.0336556, 0.858842, 0.0169952, 0.510852, -386.113, -57.4039, -677.84
    1475, cam_01475, 0.0727999, 0.666918, 0.0618353, 0.738984, 63.475, -156.697, -763.656
    1477, cam_01477, 0.140188, 0.718506, -0.0932568, -0.674833, -157.155, 195.508, 590.6
    1478, cam_01478, 0.181884, 0.983111, 0.0102594, 0.017481, -619.461, -54.8088, -117.968
    1479, cam_01479, 0.183494, 0.981591, -0.00848124, -0.052318, -641.037, -18.1836, -42.0305
    1480, cam_01480, 0.0561185, 0.599807, 0.0238362, 0.797818, 391.327, -96.7593, -680.13
    1481, cam_01481, 0.0500997, 0.925587, -0.00992312, -0.375074, -540.762, 25.6613, 358.322
    1482, cam_01482, 0.235731, 0.900026, -0.0725246, -0.359339, -547.265, 147.596, 316.717
    1483, cam_01483, 0.143931, 0.785544, -0.0755819, -0.597069, -299.269, 171.553, 562.902
    1484, cam_01484, 0.14648, 0.829371, -0.0722493, -0.534292, -390.297, 159.557, 515.06
    1485, cam_01485, 0.109619, 0.961017, -0.0372925, -0.251075, -631.982, 58.3102, 199.465
    1486, cam_01486, 0.10838, 0.816014, -0.0465254, -0.565872, -366.229, 115.976, 562.552
    1487, cam_01487, 0.0859088, 0.820869, -0.038651, -0.563294, -370.75, 93.9688, 563.45
    1488, cam_01488, 0.104607, 0.941426, -0.0334001, -0.318841, -613.211, 62.7195, 287.831
    1489, cam_01489, 0.138574, 0.988874, -0.00681707, -0.0536504, -669.629, -17.9923, -61.6416
    1490, cam_01490, 0.123152, 0.947518, -0.0455445, -0.291494, -642.3, 76.3464, 245.68
    1491, cam_01491, 0.137968, 0.881633, 0.0500053, 0.448539, -305.635, -199.857, -699.565
    1492, cam_01492, 0.100188, 0.955002, -0.0319633, -0.27733, -656.835, 53.2868, 229.353
    1493, cam_01493, 0.101697, 0.96379, -0.0269914, -0.245027, -676.705, 41.5684, 185.188
    1494, cam_01494, 0.0849832, 0.953245, -0.0262462, -0.288814, -668.086, 45.2243, 246.575
    1495, cam_01495, 0.114924, 0.966558, -0.0282393, -0.227509, -701.368, 39.7715, 157.615
    1496, cam_01496, 0.130063, 0.976157, -0.0182198, -0.172826, -720.01, 14.2678, 79.1489
    1497, cam_01497, 0.141925, 0.978385, -0.016923, -0.149444, -728.942, 5.41726, 43.2138
    1498, cam_01498, 0.163887, 0.926504, -0.0527714, -0.334583, -675.106, 99.1992, 301.089
    1499, cam_01499, 0.137175, 0.736947, -0.12524, -0.649928, -292.114, 256.282, 651.305
    1501, cam_01501, 0.103353, 0.740293, -0.0887651, -0.658335, -294.243, 181.974, 660.453
    1502, cam_01502, 0.146806, 0.960175, 0.0126235, 0.237388, -600.472, -123.561, -503.31
    1503, cam_01503, 0.112934, 0.734963, -0.0979392, -0.661425, -286.211, 200.471, 658.792
    1504, cam_01504, 0.122671, 0.816406, -0.0679239, -0.560195, -461.494, 146.902, 561.347
    1505, cam_01505, -0.00715123, -0.660557, 0.0351595, 0.749918, -135.658, 50.4232, 743.979
    1506, cam_01506, -0.0843033, -0.674932, 0.0847359, 0.728135, -186.727, 164.59, 693.229
    1507, cam_01507, 0.144758, 0.812441, -0.0826085, -0.558713, -474.938, 169.055, 536.567
    1508, cam_01508, -0.0213039, -0.0428205, 0.213865, 0.975692, 647.783, 148.333, 297.862
    1509, cam_01509, -0.0644359, -0.232282, 0.177, 0.954235, 471.159, 217.294, 510.895
    1510, cam_01510, -0.0754454, -0.519236, 0.13061, 0.841215, 62.8587, 210.866, 694.16
    1511, cam_01511, 0.0979575, 0.729961, -0.099921, -0.669012, -324.409, 179.793, 625.045
    1512, cam_01512, -0.0569629, -0.399665, 0.105989, 0.90873, 246.798, 161.016, 659.778
    1513, cam_01513, 0.144636, 0.817793, 0.048255, 0.554948, -124.399, -218.873, -752.287
    1514, cam_01514, -0.145035, -0.392196, 0.235036, 0.877442, 226.215, 370.957, 577.577
    1515, cam_01515, -0.0922064, -0.614552, 0.131482, 0.772358, -139.285, 220.297, 671.969
    1516, cam_01516, 0.110274, 0.709025, -0.106301, -0.688348, -316.856, 189.61, 619.056
    1517, cam_01517, 0.0980653, 0.722463, -0.10902, -0.675682, -343.636, 185.088, 605.935
    1518, cam_01518, 0.0887997, 0.701425, -0.0972782, -0.700468, -307.564, 167.041, 629.995
    1519, cam_01519, -0.0242638, -0.0836656, 0.130704, 0.987587, 583.423, 118.725, 405.769
    1520, cam_01520, -0.0679954, -0.409866, 0.11392, 0.902446, 180.32, 181.029, 676.627
    1524, cam_01524, 0.120676, 0.650925, 0.070983, 0.74612, 274.515, -220.639, -712.126
    1535, cam_01535, 0.132943, 0.976717, 0.00754115, 0.168208, -674.58, -92.1365, -413.021
    1546, cam_01546, 0.0884562, 0.995734, -0.0102706, -0.0241725, -784.326, -12.4622, -136.72
    1557, cam_01557, 0.15733, 0.936464, 0.0627024, 0.307167, -522.974, -211.213, -561.692
    1558, cam_01558, 0.135871, 0.914728, 0.0268852, 0.379591, -431.661, -157.489, -646.806
    1562, cam_01562, 0.161138, 0.961988, -0.0310517, -0.218287, -741.924, 35.5247, 130.95
    1563, cam_01563, 0.149221, 0.95917, -0.0302041, -0.238355, -736.358, 38.9609, 159.142
    1564, cam_01564, 0.138828, 0.989582, 0.0164896, 0.0343846, -708.662, -86.4034, -238.17
    1565, cam_01565, 0.150957, 0.980065, -0.028447, -0.125997, -778.204, 8.32053, -16.9568
    1566, cam_01566, 0.165906, 0.893974, -0.0570146, -0.412352, -651.875, 125.918, 412.282
    1567, cam_01567, 0.169191, 0.979851, -0.025151, -0.103118, -782.755, -7.24485, -51.9454
    1568, cam_01568, 0.171346, 0.981751, 0.0155182, 0.0810197, -710.18, -118.001, -319.73
    1569, cam_01569, 0.129014, 0.963018, 0.0171225, 0.23592, -615.204, -114.184, -493.54
    1570, cam_01570, 0.142209, 0.967194, 0.0328052, 0.207931, -599.224, -150.822, -488.527
    1571, cam_01571, 0.167734, 0.960945, 0.0478833, 0.21484, -593.745, -195.027, -496.177
    1580, cam_01580, 0.0882466, 0.85565, 0.0276783, 0.509225, -227.419, -128.369, -753.077
    1583, cam_01583, 0.0443382, 0.512538, 0.156507, 0.843116, 555.691, -126.933, -539.863
    1584, cam_01584, 0.0470214, 0.308968, 0.175212, 0.93361, 740.684, -79.15, -248.026
    1585, cam_01585, 0.0841283, 0.602874, 0.120442, 0.784193, 402.517, -186.812, -631.525
    1586, cam_01586, 0.0856851, 0.607999, 0.129825, 0.778551, 393.655, -194.977, -634.686
    1587, cam_01587, -0.0038007, 0.27295, 0.00335344, 0.962015, 749.418, 5.37071, -220.914
    1588, cam_01588, -0.00217245, -0.0244618, -0.00369321, 0.999692, 748.232, 0.806114, 245.502
    1589, cam_01589, 0.0151966, 0.502912, -0.00389263, 0.864195, 546.61, -22.534, -555.204
    1590, cam_01590, 0.118447, 0.876702, 0.0655606, 0.46159, -271.261, -195.617, -694.661
    1591, cam_01591, 0.0713686, 0.739607, 0.0199201, 0.668948, 84.6367, -111.446, -784.63
    1592, cam_01592, 0.133098, 0.900819, 0.0671023, 0.407808, -371.896, -206.185, -651.921
    1593, cam_01593, 0.140648, 0.934153, 0.0581987, 0.322783, -506.257, -192.265, -578.136
    1594, cam_01594, 0.144069, 0.953006, 0.0429447, 0.263021, -581.678, -164.919, -515.657
    1595, cam_01595, 0.106512, 0.854975, 0.047438, 0.505393, -231.311, -169.819, -741.649
    1596, cam_01596, 0.116698, 0.803021, 0.0852339, 0.578165, -91.5448, -228.91, -762.413
    1597, cam_01597, 0.21367, 0.812459, 0.0495543, 0.540185, -176.535, -295.725, -728.16
    1598, cam_01598, -0.101192, -0.589876, 0.118448, 0.792324, 76.5253, 251.944, 788.532
    1599, cam_01599, -0.119065, -0.435188, 0.163114, 0.877399, 341.307, 309.983, 677.954
    1600, cam_01600, -0.123827, -0.572743, 0.142048, 0.797781, 92.2215, 300.867, 756.415
    1601, cam_01601, -0.0209148, 0.0160343, 0.165313, 0.985889, 785.38, 85.3988, 138.015
    1602, cam_01602, 0.144927, 0.987356, 0.00663057, 0.0638829, -756.355, -73.1115, -254.186
    1603, cam_01603, -0.00207764, 0.0957705, 0.157866, 0.982803, 801.03, 34.0203, 18.1519
    1604, cam_01604, -0.0424855, -0.196926, 0.165179, 0.965469, 648.654, 167.974, 440.635
    1605, cam_01605, 0.0644617, 0.566911, 0.117059, 0.812867, 424.666, -160.621, -631.272
    1606, cam_01606, 0.10839, 0.68061, 0.114183, 0.71553, 193.676, -230.576, -703.462
    1607, cam_01607, 0.045696, 0.414169, 0.101127, 0.90341, 621.386, -100.788, -447.145
    1608, cam_01608, 0.114796, 0.860145, 0.0588496, 0.493467, -258.833, -183.775, -702.904
    1609, cam_01609, 0.22789, 0.826058, 0.161745, 0.489421, -227.539, -403.923, -616.45
    1610, cam_01610, 0.0988957, 0.697877, 0.0874271, 0.703949, 149.254, -201.176, -729.613
    1611, cam_01611, 0.211873, 0.6676, 0.203171, 0.684209, 158.63, -426.776, -622.669
    1612, cam_01612, 0.123248, 0.737914, 0.0942465, 0.656819, 45.3815, -238.018, -732.834
    1613, cam_01613, 0.14181, 0.923638, 0.026385, 0.355086, -475.637, -158.53, -625.203
    1614, cam_01614, 0.189961, 0.717337, 0.15699, 0.651688, 59.3821, -369.73, -674.863
    1615, cam_01615, 0.178781, 0.960011, 0.052055, 0.20906, -631.481, -178.305, -406.662
    1616, cam_01616, 0.178161, 0.945456, 0.0698067, 0.263626, -578.368, -212.841, -463.511
    1617, cam_01617, 0.158924, 0.859953, 0.0889696, 0.476769, -291.387, -257.929, -665.719
    1618, cam_01618, 0.146048, 0.745501, 0.106068, 0.641598, 12.2648, -275.025, -720.148
    1619, cam_01619, 0.166465, 0.91782, 0.0669245, 0.354143, -484.881, -216.762, -558.747
    1620, cam_01620, 0.20848, 0.976388, 0.0174927, 0.0538166, -759.224, -93.2396, -175.247
    1621, cam_01621, 0.211853, 0.976947, -0.00474746, 0.0259055, -775.248, -53.342, -144.902
    1622, cam_01622, -0.131228, -0.466875, 0.173307, 0.857188, 324.318, 320.757, 655.515
    1623, cam_01623, 0.0934663, 0.725702, -0.0796183, -0.676965, -175.807, 182.23, 749.835
    1624, cam_01624, 0.0810131, 0.799258, 0.0245105, 0.594998, -70.2476, -124.089, -788.575
    1625, cam_01625, -0.00954293, 0.030112, 0.0982673, 0.994659, 779.262, 33.6091, 82.0317
    1626, cam_01626, -0.0197728, -0.0602372, 0.101674, 0.992795, 755.07, 62.931, 216.652
    1627, cam_01627, 0.0697664, 0.516163, 0.11173, 0.846301, 445.838, -166.855, -598.333
    1628, cam_01628, -0.0920481, -0.668245, 0.0902127, 0.732692, -53.0323, 197.182, 764.507
    1629, cam_01629, 0.188175, 0.870069, -0.079953, -0.448528, -535.003, 205.634, 522.935
    1630, cam_01630, 0.113541, 0.910652, 0.045572, 0.394645, -427.733, -148.048, -586.513
    1631, cam_01631, 0.126496, 0.855183, 0.073961, 0.497183, -261.922, -204.271, -668.112
    1632, cam_01632, 0.111187, 0.775808, 0.0944958, 0.613864, -53.5062, -216.784, -711.743
    1633, cam_01633, 0.0896476, 0.672668, 0.0954628, 0.728264, 175.656, -190.223, -699.715
    1634, cam_01634, 0.0313924, 0.377241, 0.0699815, 0.922933, 611.151, -71.0608, -427.872
    1635, cam_01635, 0.0881491, 0.986714, -0.0301522, -0.133103, -803.924, 36.6351, 48.0617
    1636, cam_01636, 0.0228691, 0.368553, 0.0722398, 0.926513, 622.735, -58.3767, -416.948
    1637, cam_01637, 0.0389723, 0.397474, 0.099359, 0.911386, 587.132, -97.6599, -457.234
    1638, cam_01638, 0.0502543, 0.437252, 0.116556, 0.890337, 546.08, -127.652, -505.691
    1639, cam_01639, 0.0622534, 0.44373, 0.108868, 0.887342, 526.925, -144.397, -517.232
    1640, cam_01640, 0.124296, 0.434639, 0.211063, 0.866655, 522.112, -276.034, -468.927
    1641, cam_01641, 0.0635275, 0.602714, 0.0876398, 0.790581, 286.811, -151.86, -676.745
    1642, cam_01642, 0.140191, 0.606512, 0.164747, 0.76508, 257.423, -305.213, -636.572
    1643, cam_01643, 0.0644194, 0.426481, 0.114093, 0.894956, 539.777, -148.919, -501.117
    1644, cam_01644, 0.128767, 0.888485, 0.0806076, 0.433031, -391.017, -207.504, -604.879
    1645, cam_01645, 0.116338, 0.853769, 0.0772297, 0.501577, -294.78, -199.003, -658.903
    1646, cam_01646, 0.222782, 0.96778, -0.0330617, -0.112589, -805.773, 19.2543, 17.8623
    1647, cam_01647, 0.0658839, 0.638747, 0.0789396, 0.762515, 208.654, -151.585, -703.002
    1648, cam_01648, 0.142832, 0.618913, 0.170393, 0.753334, 221.524, -315.056, -642.221
